1,2,0.84,0.87
1,3,0.76,0.8
1,5,0.67,0.72
1,10,0.56,0.62
1,15,0.51,0.56
1,20,0.47,0.5
2,2,0.9,0.92
2,3,0.85,0.88
2,5,0.79,0.83
2,10,0.72,0.77
2,15,0.66,0.73
2,20,0.65,0.7
3,2,0.93,0.95
3,3,0.9,0.92
3,5,0.85,0.88
3,10,0.79,0.83
3,15,0.76,0.8
3,20,0.74,0.79
