1,4,0.77
1,5,0.74
1,6,0.67
1,10,0.62
1,20,0.42
1,30,0.31
1,50,0.21
1,65,0.2
2,4,0.89
2,5,0.86
2,6,0.79
2,10,0.75
2,20,0.56
2,30,0.46
2,50,0.36
2,65,0.34
3,4,0.92
3,5,0.9
3,6,0.85
3,10,0.82
3,20,0.68
3,30,0.58
3,50,0.49
3,65,0.47
