1,4,0.45
1,6,0.4
1,8,0.36
1,10,0.34
1,20,0.27
1,30,0.24
1,50,0.21
1,70,0.2
1,100,0.19
2,4,0.55
2,6,0.48
2,8,0.43
2,10,0.4
2,20,0.32
2,30,0.3
2,50,0.28
2,70,0.26
2,100,0.24
3,4,0.7
3,6,0.64
3,8,0.6
3,10,0.56
3,20,0.45
3,30,0.41
3,50,0.37
3,70,0.35
3,100,0.33
